Q1A	Q1I	Q1E	Q2A	Q2I	Q2E	Q3A	Q3I	Q3E	Q4A	Q4I	Q4E	Q5A	Q5I	Q5E	Q6A	Q6I	Q6E	Q7A	Q7I	Q7E	Q8A	Q8I	Q8E	Q9A	Q9I	Q9E	Q10A	Q10I	Q10E	Q11A	Q11I	Q11E	Q12A	Q12I	Q12E	Q13A	Q13I	Q13E	Q14A	Q14I	Q14E	Q15A	Q15I	Q15E	Q16A	Q16I	Q16E	Q17A	Q17I	Q17E	Q18A	Q18I	Q18E	Q19A	Q19I	Q19E	country	introelapse	testelapse	surveyelapse	TIPI1	TIPI2	TIPI3	TIPI4	TIPI5	TIPI6	TIPI7	TIPI8	TIPI9	TIPI10	VCL1	VCL2	VCL3	VCL4	VCL5	VCL6	VCL7	VCL8	VCL9	VCL10	VCL11	VCL12	VCL13	VCL14	VCL15	VCL16	education	urban	gender	engnat	age	screenw	screenh	hand	religion	orientation	race	voted	married	familysize	major
2	19	4697	1	7	2673	3	12	3343	4	10	4984	1	16	3107	1	8	2053	1	13	4928	3	17	3204	5	6	2224	1	14	4419	1	5	2069	5	18	3098	4	1	3851	5	4	4190	5	11	2727	2	15	6095	2	3	5234	3	9	2673	3	2	4695	CA	6	71	77	6	5	4	7	7	4	6	5	4	4	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	3	2	2	1	27	1280	720	1	5	2	16	1	1	5	Political Science
1	11	2432	1	5	2526	4	9	6093	4	7	2715	3	2	6104	1	6	2025	1	8	2660	3	15	3881	5	1	2611	1	17	2052	1	4	4872	3	12	3457	5	14	2660	1	3	4846	5	19	2683	1	16	6159	1	13	1667	4	18	2254	1	10	2108	GB	4	64	104	7	6	1	5	7	4	2	7	2	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	1	2	1	19	424	753	2	2	2	16	2	1	2	Theoretical Physics
4	11	5580	1	12	8851	5	1	6972	5	4	6749	5	17	4647	1	10	7070	4	3	8200	1	18	3899	5	16	6886	4	8	2991	2	19	6562	5	2	12898	2	14	14826	4	7	5329	5	5	3649	3	13	9186	3	15	12057	5	6	5253	3	9	7382	GB	39	146	272	7	5	7	5	7	5	6	1	6	2	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	4	2	2	1	52	768	1024	1	2	2	16	2	1	2	History;Japanese; Organisational psychotherap
5	19	2292	1	7	5949	4	10	3758	4	5	2641	5	13	3327	5	8	2812	2	17	4136	4	3	2937	2	12	3483	5	11	3658	4	2	3667	5	9	2064	1	16	2887	4	15	2608	2	18	1876	2	6	3206	5	1	3143	5	14	1655	5	4	2386	US	9216	59	72	2	7	7	6	7	7	2	1	2	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	2	2	1	32	1440	900	2	2	2	16	1	2	2	philosophy
5	7	4563	1	17	930	5	11	3794	5	16	3353	4	6	2838	1	12	3723	2	2	9254	1	4	6339	5	9	5431	5	10	3472	3	19	5401	5	13	5611	2	18	5705	4	15	4307	5	8	5932	5	5	3247	5	1	4525	5	14	2478	5	3	2997	US	9	90	128	5	1	7	7	2	5	7	1	3	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	3	3	2	1	17	320	568	1	1	2	16	2	1	2	Classics
5	5	11410	2	8	30271	4	1	11993	2	18	26902	3	13	9881	3	12	13953	3	10	27930	4	14	20053	3	6	11991	4	15	13621	3	4	12821	4	7	30577	4	19	26801	4	3	21033	4	2	662153	5	9	19241	3	17	4216	1	11	6697	4	16	25556	CA	3	1038	675	1	6	2	6	6	6	6	5	4	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	1	2	1	27	414	896	1	7	1	17	2	1	3	
1	12	4708	1	8	4018	4	14	2302	1	9	12461	1	2	8463	1	17	3186	4	6	8125	4	13	5637	5	11	5059	1	7	8624	1	16	3015	1	1	5372	4	3	7109	4	4	7262	5	15	4400	2	10	8799	1	19	5181	1	5	4466	1	18	2979	CA	27	121	101	3	5	3	5	6	5	4	6	4	3	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	2	3	2	1	21	1920	1080	1	1	2	11	2	1	2	Communications
2	7	5271	1	13	3993	3	16	15809	3	2	11287	1	19	9378	1	10	29025	4	8	8629	4	15	4802	5	17	3325	4	18	7021	3	11	11410	1	5	5787	1	3	4494	4	4	10029	5	1	4489	5	12	6230	4	14	4176	3	6	7990	4	9	4804	US	20	158	170	3	6	6	7	4	5	3	1	7	7	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	4	2	1	1	39	375	812	2	1	1	16	1	2	2	Government 
4	10	1991	5	8	2739	4	6	1724	5	16	1657	4	14	1878	4	11	1532	5	12	3071	5	15	2164	1	3	1670	2	2	2637	4	13	1959	4	18	2091	3	9	1766	4	1	1986	1	4	1390	4	7	2482	4	17	1652	4	19	2470	4	5	2513	US	40	40	72	2	2	5	4	4	5	3	3	4	3	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	2	2	2	1	39	1366	768	1	6	1	17	1	1	4	
4	11	3342	2	4	5018	4	2	6694	2	16	5791	4	6	4500	2	17	3474	4	19	8571	5	15	5051	3	1	4464	4	9	2888	3	3	3788	5	18	4706	3	10	5666	2	5	2528	2	14	4740	5	8	6365	4	13	5130	4	12	4247	5	7	5460	AT	14	94	60	2	5	5	2	6	6	4	4	4	2	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	3	3	1	2	22	1366	768	1	2	1	16	2	1	2	Math
5	16	5954	1	2	17943	5	18	23853	4	4	27867	5	11	8164	4	19	32723	3	3	28617	1	8	13568	5	13	8176	5	7	8981	3	6	36499	5	9	8330	3	15	11517	1	12	8280	4	10	10785	5	17	19597	3	1	15650	5	14	7932	3	5	26250	FR	51	322	122	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	2	1	2	33	1280	800	1	3	3	16	1	1	3	LINGUISTICS
3	5	25791	3	16	3702	4	13	5750	4	2	21633	3	7	5554	2	17	23971	4	11	16815	2	9	6095	3	18	6506	5	3	7957	4	4	4766	4	1	14528	3	12	5940	3	19	3722	3	8	16574	4	6	12863	4	10	53545	3	15	31971	3	14	8485	US	10	277	271	5	2	6	5	6	2	6	4	3	2	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	3	3	2	1	33	1280	720	1	1	1	17	2	2	0	Economics
4	18	6078	1	8	5468	2	16	6571	5	1	60589	5	4	7206	2	2	10549	3	11	6689	3	17	11834	4	3	5342	5	6	4945	1	19	5145	2	9	7775	1	10	6872	1	15	3437	3	5	9112	2	12	17009	5	7	6703	5	14	8135	1	13	15116	RS	287	206	120	2	3	6	5	6	7	7	5	5	3	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	4	3	1	2	29	360	640	1	2	1	16	1	2	2	Medicine
5	8	3637	3	9	3883	4	14	4136	5	5	4507	5	2	5221	4	15	3425	4	19	4385	4	11	3334	4	17	4997	5	1	4690	4	4	6322	4	3	7832	4	12	5552	3	13	4560	3	18	3632	5	6	4724	4	7	6296	3	10	3594	5	16	2725	US	5	88	152	4	7	5	2	6	4	2	5	5	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	2	1	1	34	375	812	1	1	1	16	2	1	4	Economics
2	6	7303	1	3	7411	3	2	10860	2	12	8354	2	4	12780	1	10	5864	3	9	4883	2	19	14292	4	14	5744	5	5	6419	2	11	6929	1	13	7478	2	18	3989	3	16	3901	4	15	5582	4	7	9498	4	1	6036	4	8	8095	2	17	7485	RS	37	143	180	2	5	3	4	7	6	6	6	5	1	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	2	3	1	2	44	360	640	1	12	1	16	1	1	1	Philosophy, digital arts
1	6	7710	1	1	8395	5	19	7066	2	11	11561	1	17	8726	1	5	6496	5	3	10240	5	10	7015	5	4	5046	5	14	7026	1	18	3217	1	8	10759	1	9	5272	4	2	11461	5	16	4626	5	7	7484	3	15	6867	1	12	6314	1	13	4295	DE	7	140	151	6	6	6	7	7	6	6	2	5	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	4	3	1	2	42	3840	2160	1	2	1	16	1	2	2	aerospace engineering
2	14	4540	1	15	6759	2	3	6806	2	16	5331	1	19	5277	1	6	2218	4	13	2621	1	7	7015	4	4	4893	3	2	10291	1	8	3469	1	5	7494	2	10	7821	1	18	4169	4	11	10189	1	17	5308	4	1	10332	2	12	4388	1	9	5354	RS	4	137	196	4	3	6	4	6	5	4	4	3	4	1	1	0	1	0	0	0	0	0	1	1	0	1	1	1	1	4	3	1	2	55	1920	1200	1	1	1	16	1	2	2	Chemistry
5	16	12058	1	12	19702	3	10	26080	3	6	41546	4	19	14201	4	4	14588	4	8	13875	4	1	12069	5	17	10055	5	7	13891	1	15	8011	1	14	14911	2	11	16000	1	5	10502	4	3	2627	5	18	20864	5	13	16645	1	9	80253	5	2	29138	RS	12	378	257	7	7	7	2	6	2	5	1	6	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	4	3	2	2	41	1536	864	1	1	1	16	1	1	2	architecture
3	19	3065	1	9	4363	3	15	7563	2	6	718	3	1	6617	1	3	3692	1	11	3070	1	7	5857	5	8	5749	4	5	4267	1	16	4447	1	10	6459	2	13	1198	2	12	4219	5	18	68441	2	14	10209	4	2	8707	4	4	1686	2	17	6863	RS	25	190	144	2	5	4	6	5	6	7	4	4	3	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	4	3	1	2	40	360	640	1	2	1	16	1	2	2	Pharmacy 
1	16	4594	1	12	6138	5	8	7289	5	10	7297	2	19	11041	1	3	7336	5	5	5213	4	6	5735	4	17	4275	4	13	7941	1	11	4627	2	4	5562	2	1	4641	4	7	6011	2	9	9200	5	14	7099	3	18	7734	2	2	10851	3	15	5959	DE	9	141	168	5	6	2	7	7	2	3	5	1	2	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	4	1	2	2	29	360	640	1	2	1	16	2	1	3	Environment
2	6	9739	1	10	5703	1	5	9413	4	11	49707	1	17	7379	1	9	7211	1	14	10682	2	2	342612	5	7	6627	1	19	5812	1	15	14249	4	1	84812	5	4	6216	1	18	3873	4	13	12292	1	16	26104	1	8	12622	1	12	6714	1	3	24235	RS	8	647	298	1	6	5	7	2	7	6	3	2	1	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	3	3	0	2	34	375	667	1	2	3	16	1	1	2	Graphic design
5	15	9283	3	14	4952	4	1	6954	5	16	4296	5	12	4387	5	4	2408	5	10	5417	5	2	3707	3	13	11660	5	11	2807	5	7	2182	5	6	4967	1	5	4828	4	17	3987	3	9	5329	2	19	11135	5	3	3148	1	8	8446	4	18	8835	MA	171	110	111	6	5	2	1	6	2	6	4	6	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	3	3	1	2	20	1280	800	1	1	1	16	2	1	5	Mathematics
5	11	10271	2	7	8217	5	10	6725	5	13	11007	4	8	13279	4	5	2029	5	18	9923	4	4	10936	4	1	3464	5	3	5684	1	15	5303	4	2	9039	1	14	7753	4	9	8700	1	16	5144	4	17	5009	5	19	8989	3	6	6132	4	12	9295	NONE	3	209	254	3	2	6	3	7	5	5	2	7	3	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	3	1	2	18	360	640	1	4	1	16	2	1	3	
2	5	7179	1	18	4884	2	3	7029	4	14	6035	5	6	5322	2	16	8483	5	12	3685	5	17	3986	5	2	5481	5	19	4319	4	8	2786	5	9	5567	2	13	6800	4	15	3864	5	10	6249	4	1	3810	5	11	9920	3	4	8309	4	7	4616	US	3	109	136	6	2	6	1	6	2	6	7	6	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	3	2	1	1	25	414	736	2	2	1	17	1	1	1	Public safety
5	13	3344	5	2	7428	4	4	6519	5	9	4097	5	18	4359	4	14	4307	5	19	2528	5	17	3952	1	10	4295	4	16	3235	4	11	2860	5	12	2678	1	7	2510	3	8	2982	1	5	4726	5	3	6271	5	15	2546	5	1	4196	5	6	3891	MY	147	77	108	3	4	7	2	4	6	2	2	5	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	2	1	1	33	1440	900	1	0	0	10	0	0	0	Management
4	12	5297	5	2	5298	5	14	4578	2	17	10173	5	9	5750	4	15	4642	5	3	13237	2	11	6939	5	6	6291	2	10	7563	4	16	4376	1	7	9366	4	4	8377	1	13	4516	5	5	8248	5	8	8911	4	18	5532	5	1	13086	2	19	6016	CA	58	138	142	3	2	6	6	7	3	7	2	3	1	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	4	3	2	2	53	1920	1080	1	2	1	16	2	2	2	N/A
4	13	8321	2	2	13636	3	6	10529	1	4	13731	2	8	8334	1	10	8929	5	15	10603	1	12	8060	3	18	7047	2	3	7772	1	7	7243	2	17	5702	5	19	8578	1	9	6559	3	16	11204	4	11	9783	1	14	7984	5	5	8683	4	1	15231	US	11	202	217	5	2	7	5	3	5	6	3	3	2	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	2	3	2	1	62	320	570	2	4	1	16	1	3	4	
4	5	5488	2	4	4635	4	19	5961	4	12	6099	2	18	5670	2	7	3019	2	17	4989	2	2	8474	4	3	3214	4	8	4353	2	15	4109	2	11	5909	4	6	3679	4	13	3362	4	9	3949	4	14	5518	4	16	4185	2	1	6887	2	10	3734	US	39	94	92	5	6	5	5	6	5	3	5	3	2	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	3	3	2	1	30	360	640	1	7	2	16	2	1	4	Business
5	11	6617	3	15	4327	4	18	5097	5	17	2850	5	5	3287	4	3	3067	3	10	5627	4	6	3746	3	7	3382	4	8	5267	2	12	4977	4	9	3595	2	14	4266	4	19	4107	2	1	5207	4	13	4814	5	4	3683	4	16	4556	4	2	3374	US	207	83	114	5	2	7	2	6	5	5	2	6	5	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	4	2	1	1	36	1280	1024	1	6	1	16	1	2	0	History
5	8	4080	2	16	6185	4	2	8747	4	13	5314	4	17	5015	1	9	4989	1	14	7265	5	3	4066	4	5	3333	4	12	4549	1	10	5707	5	19	4519	3	15	9385	4	4	3332	4	18	5580	5	6	4349	3	11	8368	2	1	5724	4	7	3952	US	2	104	100	5	3	1	4	6	3	5	7	5	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	3	1	1	1	37	1920	1080	2	1	1	16	2	2	2	Speech communications
4	1	9621	2	10	6104	4	16	7708	2	4	16156	4	7	8147	2	19	6999	3	6	13780	4	14	14300	5	3	4982	4	9	868	2	11	7209	2	17	9953	4	13	7537	3	12	7626	5	5	4964	4	18	11287	4	8	10719	4	15	7792	4	2	13346	IT	1	228	147	3	5	2	3	7	5	2	6	3	2	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	2	3	1	2	20	1366	768	1	2	1	16	1	1	2	computer engineering
1	4	14057	1	3	3235	5	16	6159	4	6	10686	5	8	3173	1	5	3184	2	15	18447	1	9	6923	5	10	7511	1	14	6661	4	19	15538	2	11	9990	2	1	8758	1	12	7641	4	7	8470	4	17	7242	1	2	16752	5	18	2730	5	13	4828	US	64520	162	213	2	1	7	2	6	5	6	1	7	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	2	2	1	59	1600	900	2	2	1	16	1	2	2	philosophy
2	3	8766	4	18	3737	5	10	3576	5	15	6757	5	17	1973	2	2	3985	5	9	4916	5	8	3917	4	6	3570	4	19	7573	4	12	5089	5	13	4404	2	11	6157	5	14	4164	4	5	5278	5	16	6360	4	1	4631	2	7	4007	4	4	4847	US	24	94	112	2	3	2	5	7	7	3	7	2	2	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	2	3	1	1	17	1920	1080	1	4	1	16	2	1	1	
1	16	4214	1	18	3528	1	3	5394	1	9	4584	2	5	8203	1	10	3302	4	7	8230	3	11	11550	5	1	4160	2	6	8728	3	4	11953	3	12	14032	5	2	4568	4	8	5354	5	19	3023	3	14	6202	1	17	3003	1	15	2803	1	13	3008	IL	33	117	129	1	6	7	5	5	7	6	4	4	2	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	1	2	28	360	640	1	3	1	17	2	1	2	
2	18	11637	1	8	7737	3	7	18107	1	10	5796	4	19	4631	1	16	3091	4	14	25003	2	11	7349	5	17	4748	2	1	16790	1	5	4551	2	12	47600	4	9	6267	3	3	8832	5	6	5571	2	15	7896	2	13	5161	4	2	6746	1	4	5665	US	29	204	142	1	7	6	1	6	7	3	1	7	1	1	1	0	1	1	0	0	1	1	1	0	0	1	1	1	1	3	2	1	1	22	320	568	2	2	3	13	1	1	2	Fine arts 
1	11	4000	1	9	9461	2	12	5939	1	6	6213	1	5	4476	1	19	5145	4	10	6846	1	16	3877	5	1	6798	1	7	4481	1	14	3291	1	8	4608	5	13	8887	1	15	3356	5	18	6049	1	2	7830	3	3	9174	1	17	2744	1	4	5500	US	33	109	166	3	3	5	3	6	6	7	2	5	2	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	3	2	1	1	24	1360	768	1	2	1	16	1	1	3	Computer Science
1	2	5192	1	7	3611	4	19	9390	3	1	31510	3	17	6842	1	3	3180	4	6	14245	1	13	12348	5	16	8732	4	15	6368	2	10	8951	4	14	8343	5	12	6011	4	9	4609	5	18	2988	2	4	13509	4	11	4610	1	5	3140	2	8	24221	US	11	179	214	1	5	5	3	5	7	5	6	6	2	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	3	1	1	1	46	412	732	1	3	1	16	1	1	1	Philosophy
1	9	3745	1	18	3343	5	16	4583	4	1	1269	2	8	6960	1	4	3235	4	3	6670	1	11	4260	5	17	6051	1	5	3890	1	15	4592	3	14	6127	5	13	2325	1	2	3455	5	10	4793	3	6	6062	1	7	5049	1	12	4365	1	19	3214	UA	6	96	141	1	5	3	6	5	7	7	6	5	3	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	4	3	1	2	24	360	640	1	2	1	16	2	1	1	Ecology
1	19	5415	1	3	6073	2	10	23529	2	15	21827	2	6	6794	1	13	7446	4	7	17961	1	12	6591	5	14	4760	4	2	10351	1	17	4103	2	11	8600	4	4	11836	4	5	9186	5	9	26119	4	16	7914	3	18	12841	5	1	70882	4	8	9160	AU	1191	272	152	5	6	6	1	5	3	5	3	7	2	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	2	2	2	1	17	1536	864	1	1	2	16	2	1	1	
2	3	6913	4	2	9299	1	9	3606	4	6	6499	1	19	3636	1	15	2871	1	18	8691	5	4	5910	5	7	3014	1	12	4079	1	10	7099	1	8	3367	4	17	8779	1	16	2647	5	1	5554	2	5	9100	1	14	5099	4	13	3985	1	11	3457	US	7	104	147	2	6	7	5	6	7	7	2	5	2	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	2	3	2	1	33	412	869	1	2	2	16	2	1	2	
2	19	9156	1	4	8014	4	8	7818	4	14	9319	3	16	10255	1	10	4122	4	1	17854	2	17	5225	5	2	3730	4	18	8463	1	9	2469	5	12	10997	4	6	1270	4	5	4154	5	13	2793	2	7	16905	4	15	8281	4	3	3501	1	11	3886	US	464	148	83	3	5	5	5	6	6	5	3	6	2	1	1	0	1	1	0	1	1	0	1	0	0	1	1	1	1	3	3	2	1	23	1280	800	1	12	2	16	1	1	3	psychology
1	12	3027	1	19	3921	4	6	8386	1	14	5144	1	7	2955	1	16	2369	2	13	7639	1	11	8329	5	8	2657	3	2	13235	1	3	9328	2	4	13456	5	17	3380	5	9	2347	5	5	4430	4	1	7488	1	18	3938	3	10	3413	1	15	2603	AU	56	109	128	4	5	5	3	6	4	5	2	6	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	2	2	1	1	34	360	740	2	1	1	16	1	2	3	
1	12	4738	1	19	3205	5	15	2974	4	2	3800	4	13	3212	1	6	2426	5	4	3276	4	10	4419	5	11	2134	4	8	2916	2	17	2726	2	5	2844	5	18	2661	5	9	2343	4	1	3269	5	7	621	4	3	3106	1	14	656	3	16	3731	AU	1875	64	107	1	3	5	1	3	5	6	4	7	7	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	2	2	1	1	24	360	640	1	2	1	16	1	1	2	Science
2	16	8865	1	6	7200	3	13	4801	1	10	5165	2	3	6616	1	18	3117	4	7	8615	1	9	3451	5	15	3916	4	8	6118	1	11	2582	1	14	4443	4	1	7032	4	4	5967	5	2	6799	1	19	4215	2	5	4584	3	12	4336	1	17	2800	DE	3	101	110	6	4	5	5	5	3	6	4	5	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	4	2	2	1	30	1920	1080	1	1	2	16	1	1	2	marketing
1	17	6702	1	7	5200	3	4	14357	3	15	9699	3	1	1300	1	10	3678	3	8	28562	3	14	10840	5	2	2991	1	9	12524	1	12	4445	2	11	1354	5	5	6149	3	16	9102	5	18	4832	3	6	10915	2	13	7322	3	19	6928	2	3	9062	US	34	186	190	4	7	5	5	7	4	6	4	4	1	1	1	0	1	1	1	0	1	0	1	0	0	1	1	1	1	3	2	1	1	26	320	568	1	1	1	16	1	1	1	Politics and Writing
1	6	4816	1	11	3705	5	9	3270	4	16	7073	4	3	7063	1	13	2977	2	10	5343	1	12	3079	5	1	4589	1	15	4448	1	14	2534	2	5	5257	2	17	3695	1	18	3441	5	2	1727	4	7	4879	4	8	3257	4	19	2943	3	4	6536	GB	97	81	98	1	1	6	5	7	7	5	5	5	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	1	1	1	31	1360	768	1	2	1	16	2	1	3	Zoology
2	6	6723	1	13	5601	3	15	4760	1	5	6220	4	4	6487	2	19	3029	4	14	6998	1	7	4704	5	3	3908	2	10	3973	3	8	3741	2	2	8476	3	17	2961	3	9	10800	5	16	2809	3	12	9618	2	1	8292	2	18	6020	1	11	4524	CA	10	111	151	4	5	7	4	4	6	3	3	4	6	1	1	0	1	1	0	0	1	0	1	0	0	1	1	0	1	3	2	1	1	27	360	640	1	2	1	16	2	1	2	Humanities and Human Resources
1	4	5093	5	11	1594	3	19	13656	1	14	4437	5	8	2859	1	13	2657	5	12	6390	2	15	10125	5	1	3209	1	18	3485	3	3	8578	1	17	2421	5	2	6593	4	7	3734	4	6	3125	2	10	4593	3	9	5906	1	16	2765	1	5	3470	CA	5	100	1082	1	5	4	6	7	4	5	6	2	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	2	1	1	48	1920	1080	2	1	1	16	1	1	3	geography
1	18	4118	1	5	4253	3	19	5030	1	1	5146	2	13	5298	1	6	2822	1	15	5985	2	2	8895	5	3	2922	3	7	7694	2	10	4731	1	4	6973	4	17	6358	3	12	5159	5	16	4958	4	11	5498	2	14	2128	1	9	7303	1	8	3206	GB	4	107	126	4	4	5	2	7	6	7	5	7	2	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	1	1	1	27	412	732	1	1	1	16	2	1	2	
5	2	11147	1	15	5026	4	12	9682	5	11	6970	5	16	3836	5	10	8772	5	13	5527	5	17	6212	4	5	6733	5	3	5317	5	9	5438	5	4	4703	5	6	4603	5	7	3453	4	18	4862	5	1	12429	5	14	3933	5	19	6942	4	8	5850	GB	8	129	210	5	1	4	7	6	3	7	3	2	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	3	1	2	1	26	360	640	2	1	2	16	1	1	3	English literature 
1	12	8721	1	4	7756	5	10	11171	2	18	8737	3	5	9828	1	7	5180	3	9	10016	4	3	10750	5	16	4369	2	2	19081	1	13	10514	4	8	10531	5	11	8612	4	1	8588	5	14	4869	4	15	13775	2	6	8332	1	17	7472	1	19	6428	US	15	175	159	2	6	7	5	5	6	1	1	6	5	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	3	1	1	1	33	1920	1080	1	2	1	16	1	1	1	Computer Science
1	13	5774	1	16	3812	4	18	8066	1	14	12817	1	19	7453	1	4	4062	4	17	14452	1	9	8138	5	12	3941	1	11	7623	1	2	8264	3	5	12716	4	1	14291	2	3	8877	5	6	5890	1	10	5989	1	15	11313	1	7	9543	1	8	5084	US	11	159	157	2	5	5	5	5	5	7	3	5	1	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	4	2	1	1	30	360	640	1	2	1	16	2	2	4	Film
1	3	2575	1	11	8852	1	2	4938	4	1	9849	2	7	3641	1	18	2696	5	13	7974	4	12	3319	5	15	2299	1	8	4048	1	10	2943	1	14	4457	4	4	5384	1	5	3612	5	19	2853	1	17	2787	1	9	3050	4	6	3534	1	16	2499	US	19	82	119	5	6	5	6	6	5	7	3	5	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	4	2	1	1	25	414	803	1	2	1	16	1	2	3	Biology
2	2	16566	1	5	7233	3	4	7962	4	7	7212	4	6	13326	2	18	7180	2	3	6698	1	11	9834	5	8	7387	2	13	7264	2	17	12433	2	10	5965	3	14	7386	4	16	6600	4	15	6131	2	12	10469	2	19	11646	3	9	6434	4	1	10068	HU	213	169	144	2	6	6	6	6	6	2	2	4	3	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	4	3	1	2	35	1366	768	2	4	1	16	1	1	4	computer science
1	16	4531	1	8	5317	3	2	11247	3	10	24006	3	6	12426	2	5	6392	1	15	23282	1	1	5691	5	13	2451	1	12	9833	1	14	5959	2	11	9344	4	3	6786	2	4	5087	5	17	2525	4	18	10178	1	19	7620	1	9	3211	1	7	6856	US	12	163	141	2	4	5	3	6	6	5	5	4	3	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	3	2	1	1	31	2560	1440	1	2	1	16	1	1	1	computer science
2	4	9484	3	9	6634	4	8	16449	4	18	13972	4	5	5384	1	1	11648	2	3	10268	4	16	81508	4	12	5255	4	11	70534	3	7	7332	4	10	9353	3	13	3934	1	17	4867	4	2	6900	3	6	13577	2	15	6412	1	14	5718	1	19	6086	HU	47	296	101	2	6	4	5	5	3	4	5	4	3	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	3	3	2	2	26	1440	900	1	1	3	16	1	1	4	anthropology
1	15	5132	1	12	3098	3	18	5098	1	5	8030	4	1	4915	1	13	2534	5	10	7466	1	9	2285	5	2	3277	2	3	8885	1	14	1700	1	8	3566	5	19	2333	3	11	4885	5	7	2384	1	16	4850	1	4	3167	1	6	4450	1	17	3851	GB	4	82	145	1	5	3	6	3	7	4	3	1	4	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	1	2	1	18	375	667	1	1	1	16	1	1	3	N/A
1	9	3097	1	4	4716	2	8	12847	4	5	24305	4	3	4995	1	16	3196	1	1	7862	4	7	8507	5	2	2682	1	19	4186	1	10	7167	4	6	5822	5	15	7769	4	18	5367	1	13	3071	4	14	6163	1	12	2716	2	11	4011	4	17	3972	CA	8	123	149	2	3	2	7	6	7	5	6	2	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	2	3	2	1	17	1440	900	1	2	5	16	2	1	3	
1	11	3763	1	19	27649	3	18	780	2	4	705	2	3	734	1	15	2453	1	17	3634	1	14	3541	5	10	20888	1	13	2688	3	2	8451	5	12	7286	5	9	11063	4	8	3960	5	6	19266	1	16	70975	1	5	3338	3	1	5840	1	7	2791	US	4	305	253	6	2	6	2	7	5	5	2	3	7	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	3	2	1	1	22	375	667	1	1	5	16	1	1	1	Science 
